text,or_text
He ensured that not a single person would face a problem on account of water,"ପାଣି ପାଇଁ କାହାରିକୁ ଅସୁବିଧା ନ ହେଉ, ଏ କଥା ସେ ସୁନିଶ୍ଚିତ କରିଥିଲେ"
"Not just that, he was also concerned about the safety and security of the delegates' shoes and baggage","କେବଳ ସେତିକି ନୁହେଁ, ତାଙ୍କୁ ଏହି ଚିନ୍ତା ମଧ୍ୟ ଘାରିଥିଲା ଯେ, ଅଧିବେଶନ ସ୍ଥଳରେ କୌଣସି ପ୍ରତିନିଧିଙ୍କ ଜିନିଷପତ୍ର କିମ୍ବା ଜୋତା ଚୋରି ନ ହେଉ ଏକଥାକୁ ଦୃଷ୍ଟିରେ ରଖି ସର୍ଦ୍ଦାର ପଟେଲ ଯାହା କରିଥିଲେ ତାହାଜାଣି ଆପଣଙ୍କୁ ବହୁତ ଆଶ୍ଚର୍ଯ୍ୟ ଲାଗିବ"
"To ensure that, what he did will surprise you",ଏକଥାକୁ ସବୁବେଳେ ମନେ ରଖିବାକୁ ହେବ
He contacted farmers and urged them to craft khadi bags,ସେ ଚାଷୀମାନଙ୍କ ସହ ଯୋଗାଯୋଗ କଲେ ଏବଂ ସେମାନଙ୍କୁ ଖଦିର ବ୍ୟାଗ୍ ତିଆରି କରିବାକୁ ଅନୁରୋଧ କଲେ
These were made and sold to the delegates,ଚାଷୀମାନେ ବ୍ୟାଗ୍ ତିଆରି କଲେ ଏବଂ ସେଗୁଡ଼ିକୁ ପ୍ରତିନିଧିମାନଙ୍କୁ ବିକ୍ରି କଲେ
"They carried the bags with their shoes inside, free from any tension of the footwear getting stolen",ଏହି ବ୍ୟାଗରେ ନିଜର ଜୋତାଚପଲ ରଖି ନିଜ ସାଙ୍ଗରେ ରଖିପାରିବା ଫଳରେ ସେମାନଙ୍କ ମନରୁ ଜୋତା ଚୋରି ହେବାର ଦୁଶ୍ଚିନ୍ତା ଦୂର ହୋଇଗଲା
"On the other hand, it led to a major rise in the sale of khadi","ତେଣେ, ଖଦି ବିକ୍ରିରେ ଯଥେଷ୍ଟ ବୃଦ୍ଧି ହେଲା"
Our country will always be indebted to Sardar Patel for his steller role in the Constituent Assembly,ସମ୍ବିଧାନ ସଭାରେ ଉଲ୍ଲେଖନୀୟ ଭୂମିକା ନିର୍ବାହ କରିଥିବା ଯୋଗୁଁ ଆମ ଦେଶ ସର୍ଦ୍ଦାର ପଟେଲଙ୍କ ପ୍ରତି ସର୍ବଦା କୃତଜ୍ଞ ରହିବ
He strove to ensure enshrinement of fundamental rights that obliterated any possibility of discrimination on the basis of caste and community,"ସେ ମୌଳିକ ଅଧିକାରଗୁଡ଼ିକୁ ସୁନିଶ୍ଚିତ କରିବାର ଗୁରୁତ୍ୱପୂର୍ଣ୍ଣ କାର୍ଯ୍ୟ କଲେ, ଯେମିତି କି ଜାତି ଏବଂ ସମ୍ପ୍ରଦାୟ ଆଧାରରେ ହେଉଥିବା କୌଣସି ପ୍ରକାର ଭେଦଭାବର ଅବକାଶ ନ ରହେ"
"Friends, all of us know that as India's first home minister, Sardar Patel undertook the colossal, historic task of integrating Princely states","ବନ୍ଧୁଗଣ, ଆମେ ସମସ୍ତେ ଜାଣିଛୁ ଯେ, ଭାରତର ପ୍ରଥମ ସ୍ୱରାଷ୍ଟ୍ର ମନ୍ତ୍ରୀ ରୂପେ ସର୍ଦ୍ଦାର ବଲ୍ଲଭଭାଇ ପଟେଲ ଦେଶୀୟ ରାଜ୍ୟଗୁଡ଼ିକର ମିଶ୍ରଣରେ ବହୁତ ବଡ଼ ଭଗୀରଥ ପ୍ରୟାସ ତଥା ଐତିହାସିକ କାର୍ଯ୍ୟ କରିଥିଲେ"
Scrutinizing the minutest of events closely was his rare quality,"ସର୍ଦ୍ଦାର ପଟେଲ ସୂକ୍ଷ୍ମାତିସୂକ୍ଷ୍ମ କଥାଗୁଡ଼ିକୁ ମଧ୍ୟ ଗୁରୁତ୍ୱର ସହ ଗ୍ରହଣ କରୁଥିଲେ, ପରଖୁଥିଲେ"
"On the one hand, he concentrated on Hyderabad, Junagarh and other States; on the other, he was watching far flung Lakshadweep intently","ଗୋଟିଏ ପଟେ ତାଙ୍କ ନଜର ହାଇଦ୍ରାବାଦ, ଜୁନାଗଡ଼ ଆଉ ଅନ୍ୟ ରାଜ୍ୟ ଉପରେ କେନ୍ଦ୍ରିତ ଥିଲା ଅନ୍ୟପଟେ ତାଙ୍କ ଦୃଷ୍ଟି ସୁଦୂର ଦକ୍ଷିଣରେ ଲାକ୍ଷାଦ୍ୱୀପ ଉପରେ ମଧ୍ୟ ଥିଲା"
"Actually, when we refer to Sardar Patel's endeavour, his role in the unification of just a few notable States is discussed","ପ୍ରକୃତରେ ଯେତେବେଳେ ଆମେ ସର୍ଦ୍ଦାର ପଟେଲଙ୍କ ପ୍ରଚେଷ୍ଟା ସମ୍ପର୍କରେ ଆଲୋଚନା କରୁ, ସେତେବେଳେ ଦେଶ ଏକତ୍ରୀକରଣର କିଛି ନିର୍ଦ୍ଦିଷ୍ଟ ପ୍ରାନ୍ତରେ ହିଁ ତାଙ୍କର ଭୂମିକା ସମ୍ପର୍କରେ ଆଲୋଚନା ହୋଇଥାଏ"
"He played a far more significant role, when it came to a small region such as Lakshadweep too","କିନ୍ତୁ ଲାକ୍ଷାଦ୍ୱୀପ ଭଳି ଛୋଟ ଜାଗା ପାଇଁ ମଧ୍ୟ ସେ ଗୁରୁତ୍ୱପୂର୍ଣ୍ଣ ଭୂମିକା ନିର୍ବାହ କରିଥିଲେ, ଏକଥାକୁ ଲୋକେ କ୍ୱଚିତ ମନେପକାନ୍ତି"
Lakshadweep is one of the most beautiful landscapes in India,"ଆପଣମାନେ ଭଲଭାବେ ଜାଣନ୍ତି ଯେ, ଲାକ୍ଷାଦ୍ୱୀପ କେତେଗୁଡ଼ିଏ ଦ୍ୱୀପର ସମଷ୍ଟି"
"Soon after Partition in 1947, our neighbour had cast an eye on Lakshadweep; a ship bearing their flag was sent there",1947ରେ ଭାରତ ବିଭାଜନର ଠିକ୍ ପରେ ପରେ ଆମ ପଡ଼ୋଶୀର ନଜର ଲାକ୍ଷାଦ୍ୱୀପ ଉପରେ ଥିଲା ଏବଂ ଏହା ନିଜ ପତାକା ସହ ଜାହାଜ ପ୍ରେରଣ କରିଥିଲା
"When Sardar Patel was informed of this, he wasted no time in initiating stern action","ସର୍ଦ୍ଦାର ପଟେଲଙ୍କୁ ଏହି ସୂଚନା ମିଳିବା ସଙ୍ଗେ ସଙ୍ଗେ ସେ ସମୟ ନଷ୍ଟ ନ କରି, ତିଳେହେଲେ କାଳ ବିଳମ୍ବ ନ କରି, ତୁରନ୍ତ କଡ଼ା କାର୍ଯ୍ୟାନୁଷ୍ଠାନ ଆରମ୍ଭ କରିଦେଲେ"
"He urged the Mudaliar brothers, Arcot Ramaswamy Mudaliar and Arcot Laxman Swamy Mudaliar to immediately undertake a mission with people of Travancore to Lakshadweep and take the lead in unfurling the Tricolour there","ସେ ମୁଦାଲିୟାର ଭ୍ରାତା, ଆର୍କୋଟ ରାମାସ୍ୱାମୀ ମୁଦାଲିୟାର ଓ ଆର୍କୋଟ ଲକ୍ଷ୍ମଣସ୍ୱାମୀ ମୁଦାଲିୟାରଙ୍କୁ କହିଲେ ତ୍ରାଭାଙ୍କୋର ଲୋକଙ୍କୁ ସାଙ୍ଗରେ ଧରି ତୁରନ୍ତ ବାହାରି ପଡ଼ି ସେଠାରେ ପହଞ୍ଚି ତ୍ରିରଙ୍ଗା ଉଡ଼ାଇବାକୁ"
"Following his orders, the Tricolour was promptly unfurled there and the nefarious dreams of the neighbour of annexing Lakshadweep were decimated within no time","ତାଙ୍କ ଆଦେଶର ଠିକ୍ ପରେ ପରେ, ସେଠାରେ ତ୍ରିରଙ୍ଗା ଉଡ଼ାଗଲା ଏବଂ ଲାକ୍ଷାଦ୍ୱୀପକୁ କବ୍ଜା କରିବାର ପଡ଼ୋଶୀଙ୍କ ସ୍ୱପ୍ନକୁ ଦେଖୁ ଦେଖୁ ଧୂଳିସାତ୍ କରିଦିଆଗଲା"
"After this incident, Sardar Patel asked the Mudaliar brothers to personally ensure all assistance for development of Lakshadweep","ଏହି ଘଟଣା ପରେ ସର୍ଦ୍ଦାର ପଟେଲ ମୁଦାଲିୟାର ଭ୍ରାତାଙ୍କୁ କହିଲେ ଯେ ଲାକ୍ଷାଦ୍ୱୀପର ବିକାଶ ପାଇଁ ସମସ୍ତ ଜରୁରି ସାହାଯ୍ୟ ମିଳୁ, ସେକଥା ସେମାନେ ବ୍ୟକ୍ତିଗତ ଭାବେ ସୁନିଶ୍ଚିତ କରନ୍ତୁ, ଆଜି ଲାକ୍ଷାଦ୍ୱୀପ ଭାରତର ପ୍ରଗତିରେ ନିଜର ଗୁରୁତ୍ୱପୂର୍ଣ୍ଣ ଯୋଗଦାନ ଦେଉଛି"
"Today, Lakshadweep is contributing significantly in India's progress","ଆପଣମାନେ ଭଲଭାବେ ଜାଣନ୍ତି ଯେ, ଲାକ୍ଷାଦ୍ୱୀପ କେତେଗୁଡ଼ିଏ ଦ୍ୱୀପର ସମଷ୍ଟି"
It is an attractive tourist destination too,ଏହା ମଧ୍ୟ ଗୋଟିଏ ଆକର୍ଷଣୀୟ ପର୍ଯ୍ୟଟନସ୍ଥଳୀ
I hope you get the opportunity to visit the picturesque islands and its pristine beaches,ଆପଣମାନେ ମଧ୍ୟ ଏହି ସୁନ୍ଦର ଦ୍ୱୀପ ଏବଂ ସମୁଦ୍ର ବେଳାଭୂମିକୁ ଯାତ୍ରା କରିବେ ବୋଲି ମୋର ଆଶା
"My dear countrymen, the 31st of October, 2018, is the day when the 'Statue of Unity',in memory of Sardar Saheb was dedicated to the nation and the world","ମୋର ପ୍ରିୟ ଦେଶବାସୀ, 2018 ମସିହା ଅକ୍ଟୋବର ମାସ 31 ତାରିଖ, ଏହିଦିନ ସର୍ଦ୍ଦାର ସାହେବଙ୍କ ସ୍ମୃତି ଉଦ୍ଦେଶ୍ୟରେ ନିର୍ମିତ 'ଷ୍ଟାଚ୍ୟୁ ଅଫ ୟୁନିଟି' ଦେଶ ଏବଂ ଦୁନିଆକୁ ସମର୍ପିତ କରାଯାଇଥିଲା"
It is the tallest statue in the world,ଏ ହେଉଛି ପୃଥିବୀର ସବୁଠାରୁ ବଡ଼ ମୂର୍ତ୍ତି
It is double in height compared to the 'Statue of Liberty' located in the US,ଏହା ଆମେରିକାର ଷ୍ଟାଚ୍ୟୁ ଅଫ ଲିବର୍ଟି ଠାରୁ ଉଚ୍ଚତାରେ ଦୁଇଗୁଣ ବଡ଼
The distinction of having the world's highest statue fills every Indian with pride; the head of every Indian is held high,"ବିଶ୍ୱର ସବୁଠାରୁ ଉଚ୍ଚ ଏହି ପ୍ରତିମା, ପ୍ରତ୍ୟେକ ଭାରତୀୟଙ୍କ ପାଇଁ ଗର୍ବର ବିଷୟ"
"You will be happy to note that in a year, more than 26 lakh tourists visited the 'Statue of Unity'",ଆପଣମାନେ ଜାଣି ଖୁସିହେବେ ଯେ ଏଇ ଗୋଟିଏ ବର୍ଷ ଭିତରେ ଛବିଶ ଲକ୍ଷରୁ ଅଧିକ ପର୍ଯ୍ୟଟକ ଷ୍ଟାଚ୍ୟୁ ଅଫ ୟୁନିଟିକୁ ଦେଖିବାକୁ ଆସିଥିଲେ
This means that an average of eight and a half thousand people witnessed the grandeur of the 'Statue of Unity' every day,ଅର୍ଥାତ୍ ଦିନକୁ ହାରାହାରି ସାଢ଼େ ଆଠହଜାର ଲୋକ ଷ୍ଟାଚ୍ୟୁ ଅଫ ୟୁନିଟିର ଭବ୍ୟତାକୁ ଦର୍ଶନ କଲେ ଏବଂ ସର୍ଦ୍ଦାର ବଲ୍ଲଭଭାଇ ପଟେଲଙ୍କ ପ୍ରତି ସେମାନଙ୍କ ହୃଦୟର ଆସ୍ଥା ଓ ଶ୍ରଦ୍ଧା ପ୍ରକଟ କଲେ
The reverence and devotion for Sardar Vallabhbhai Patel in their hearts was reflected in the form of homage paid to him,"ସର୍ଦ୍ଦାର ବଲ୍ଲଭଭାଇଙ୍କର ବିଶେଷତ୍ୱ ଥିଲା ଯେ, ତାଙ୍କର ନଜର ପ୍ରତ୍ୟେକ ଘଟଣା ଉପରେ ରହୁଥିଲା"
"Besides, at present,it houses many centres of attraction such as Cactus Garden, Butterfly Garden, Jungle Safari, and Children's Nutrition Park, Ekta Nursery, which are all constantly evolving and providing a fillip to the local economy","ଏବେତ ସେଠି କାକ୍ଟସ୍ ଗାର୍ଡନ୍, ବଟରଫ୍ଲାଏ ଗାର୍ଡନ, ଜଙ୍ଗଲ ସଫାରୀ, ଶିଶୁ ପୋଷଣ ଉଦ୍ୟାନ, ଏକତା ନର୍ସରୀ ଇତ୍ୟାଦି ଏମିତି କେତେ ଆକର୍ଷଣର କେନ୍ଦ୍ର ଲଗାତାର ବିକଶିତ ହେବାରେ ଲାଗିଛି"
"Local people are not only getting innovative opportunities of employment but for the convenience of visiting tourists, many villagers are providing facilities like home stays",ଏଠାକୁ ଆସୁଥିବା ପର୍ଯ୍ୟଟକମାନଙ୍କର ସୁବିଧା ପାଇଁ ଅନେକ ଗ୍ରାମବାସୀ ନିଜ ନିଜ ଘରେ ରହିବାର ବା ହୋମ ଷ୍ଟେ ସୁବିଧା ଉପଲବ୍ଧ କରାଉଛନ୍ତି
And these hosts are being professionally trained in the technique of running a home stay,ଘରେ ରହିବା ବ୍ୟବସ୍ଥା କରାଉଥିବା ଲୋକମାନଙ୍କୁ ପେସାଗତ ପ୍ରଶିକ୍ଷଣ ମଧ୍ୟ ଦିଆଯାଉଛି
The locals have now started the cultivation of Dragon fruit and I am sure that it will soon become a major source of livelihood for the people there,"ସେଠାକାର ଲୋକମାନେ ଏବେ ଡ୍ରାଗନ ଫ୍ରୁଟ ଚାଷ ମଧ୍ୟ ଆରମ୍ଭ କରିଦେଲେଣି, ମୋର ବିଶ୍ୱାସ ଖୁବ୍ଶୀଘ୍ର ଏହା ସେ ଅଞ୍ଚଳର ଲୋକମାନଙ୍କ ପାଇଁ ଜୀବନଧାରଣର ପ୍ରମୁଖ ଉପାୟ ପାଲଟିଯିବ"
"Friends, for our nation and the constituent states, as well as for the tourism industry, this 'Statue of Unity' can be a subject of research","ସାଥୀଗଣ, ଦେଶ ପାଇଁ, ସମସ୍ତ ରାଜ୍ୟ ପାଇଁ ତଥା ପର୍ଯ୍ୟଟନ ଶିଳ୍ପ ପାଇଁ ଏଇ ଷ୍ଟାଚ୍ୟୁ ଅଫ ୟୁନିଟି ଏକ ଅଧ୍ୟୟନର ବିଷୟ ହୋଇପାରିବ"
We are all witness to the fact that how within a year a place developed as a world famous tourism destination,"ମାତ୍ର ଗୋଟିଏ ବର୍ଷ ଭିତରେ କିପରି ଗୋଟିଏ ସ୍ଥାନ ଏକ ବିଶ୍ୱପ୍ରସିଦ୍ଧ ପର୍ଯ୍ୟଟନସ୍ଥଳୀ ଭାବେ ବିକଶିତ ହୋଇପାରେ, ଆମେ ସମସ୍ତେ ତା'ର ସାକ୍ଷୀ"
People arrive there from the country and abroad,ସେଠାକୁ ଦେଶବିଦେଶର ଲୋକ ଆସୁଛନ୍ତି
"And one after the other, ancillary services like transport, lodging, guides and ecofriendly services are getting inducted by themselves","ପରିବହନ, ରହଣି, ଗାଇଡ୍, ପରିବେଶ ଅନୁକୂଳ ବ୍ୟବସ୍ଥା ଭଳି ଅନେକ ସୁବିଧା ସେଠାରେ ବିକଶିତ ହୋଇଚାଲିଛି"
A large economy is developing and people are generating facilities as per the requirement of the tourists,ବହୁତ ବଡ଼ ଆର୍ଥିକ ବିକାଶ ହେଉଛି ଏବଂ ଯାତ୍ରୀମାନଙ୍କର ଆବଶ୍ୟକତାକୁ ଧ୍ୟାନରେ ରଖି ଲୋକମାନେ ସେଠାରେ ବିଭିନ୍ନ ସୁବିଧା ସୃଷ୍ଟି କରୁଛନ୍ତି
The government is also playing its role,ସରକାର ମଧ୍ୟ ନିଜର କର୍ତ୍ତବ୍ୟ ପାଳନ କରୁଛନ୍ତି
"Friends, which Indian will not be imbued with pride for the fact that recently, Time magazine has included the 'Statue of Unity'in its list of 100 important tourist destinations around the world",ବନ୍ଧୁଗଣ! ଏଇ କିଛିଦିନ ତଳେ ଟାଇମ ମାଗାଜିନ ଦ୍ୱାରା ଘୋଷିତ ବିଶ୍ୱର ଶହେଟି ପ୍ରମୁଖ ପର୍ଯ୍ୟଟନସ୍ଥଳ ମଧ୍ୟରେ ଷ୍ଟାଚ୍ୟୁ ଅଫ ୟୁନିଟିକୁ ମଧ୍ୟ ସାମିଲ କରାଯାଇଛି
"Of course I hope, that all of you will devote some of your precious time to visit the 'Statue of Unity'",ଆପଣମାନେ ଜାଣି ଖୁସିହେବେ ଯେ ଏଇ ଗୋଟିଏ ବର୍ଷ ଭିତରେ ଛବିଶ ଲକ୍ଷରୁ ଅଧିକ ପର୍ଯ୍ୟଟକ ଷ୍ଟାଚ୍ୟୁ ଅଫ ୟୁନିଟିକୁ ଦେଖିବାକୁ ଆସିଥିଲେ
"But my appeal is, that every Indian who takes out time to travel must visit at least 15 Tourist Destinations of India with family and experience a night stay at whichever place you go to; this still remains my appeal","ଏମିତି କେଉଁ ଭାରତୀୟ ଥିବେ ଯିଏ ଏଥିପାଇଁ ଗର୍ବ ଅନୁଭବ ନ କରିବେ ? ମୁଁ ଆଶା କରୁଛି, ଆପଣମାନେ ସମସ୍ତେ ଆପଣମାନଙ୍କ ମୂଲ୍ୟବାନ ସମୟରୁ କିଛି ସମୟ ବାହାର କରି ଷ୍ଟାଚ୍ୟୁ ଅଫ ୟୁନିଟି ଦେଖିବାକୁ ତ ଯିବେ, ତା'ସଙ୍ଗେ ସଙ୍ଗେ ମୋର ପୂର୍ବ ଅନୁରୋଧ ଅନୁସାରେ ସମୟ ବାହାର କରି ପରିବାର ସହ ଅତିକମରେ ଭାରତର 15ଟି ପର୍ଯ୍ୟଟନ କ୍ଷେତ୍ର ଭ୍ରମଣ କରିବେ ଏବଂ ସେଠାରେ ରାତ୍ରିଯାପନ କରିବେ"
"Friends, as you know that 31st October every year since 2014 has been celebrated as 'National Unity Day'","ବନ୍ଧୁଗଣ, ଆପଣମାନେ ଜାଣନ୍ତି ଯେ ବର୍ଷ 2014ରୁ ପ୍ରତିବର୍ଷ ଅକ୍ଟୋବର 31 ତାରିଖକୁ ରାଷ୍ଟ୍ରୀୟ ଏକତା ଦିବସ ଭାବେ ପାଳନ କରାଯାଉଛି"
"This day imparts the message to protect the unity, integrity and security of our country at any cost","ଏହି ଦିନଟି ଆମକୁ ଯେକୌଣସି ମତେ ଦେଶର ସୁରକ୍ଷା, ଅଖଣ୍ଡତା ଏବଂ ଏକତା ରକ୍ଷା କରିବାର ବାର୍ତ୍ତା ଦେଇଥାଏ"
"On 31st October, this year too 'Run for Unity' is being organized in consonance with previous years","ପ୍ରତିବର୍ଷ ଭଳି ଏଥର ଅକ୍ଟୋବର 31 ତାରିଖ ଦିନ ""ଏକତା ପାଇଁ ଦୌଡ଼"" ମଧ୍ୟ ଆୟୋଜିତ ହେବ"
"It will include people from all walks of life, from every segment of our society",ଏଥିରେ ସମାଜର ପ୍ରତ୍ୟେକ ବର୍ଗ ଏବଂ ପ୍ରତ୍ୟେକ ଅଞ୍ଚଳର ଲୋକ ଭାଗନେବେ
