text,te_text
"I would like to urge guardians, parents and people all around, to please accept, welcome and express your satisfaction over your children's results, and motivate them to surge ahead in life","అయితే ముఖ్యంగా మీ చుట్టుప‌క్క‌ల వారితో, మీ త‌ల్లితండ్రుల‌తో, మీ మిత్రుల‌తో చెప్ప‌ద‌ల్చుకున్న‌దేమిటంటే మీ కోరిక‌ల భారాన్ని ద‌య‌చేసి మీ పిల్ల‌ల‌పై మాత్రం మోప‌కండి"
"Else, it might happen that a day will come when he brings 100% marks and you will say that, ""you have got 100 percent","లేక‌పోతే, వాళ్లు నూటికి నూరు తెచ్చుకున్నా ""వంద‌కి వంద వ‌చ్చాయి, స‌రే"
"But still, had you done something more, it would have been better","కానీ అది ఎంత త్వరగా జ‌రిగితే, అంత బాగుంటుంది"
""" There is a limit to everything and that should be accepted",కానీ గ‌ట్టి ప‌ట్టుద‌ల ఉండాలి
"Santosh Giri Goswami has written to me from Jodhpur something similar, almost along the same lines",జోధ్‌పూర్ నుంచి సంతోష్ గిరిస్వామి కూడా దాదాపు ఇలాగే రాశారు
He says that the people around him just don't accept the results,నా చుట్టుప‌క్క‌ల ఉన్న‌వాళ్లు మ‌న ప‌రిస్థితుల్ని గుర్తించ‌డం లేదు అని
They say that you should have done something better,ముందుముందు మ‌రింత అభివృద్ధి సాధించాల‌ని మీకు తోచుండేది
There was a poem I had read long ago,చాలా కాలం క్రితం రాసిన క‌విత అది
I don't remember the complete poem,ఆ పంక్తులు స‌రిగా గుర్తులేవు
"The poet had written something like this ""I painted a picture of my anguish on the canvas of life",కానీ ఆ క‌వి ఏం రాశారంటే జీవితం అనే బొమ్మలు వేసే గుడ్డ మీద నా వేద‌న‌ని చిత్రించాను
"And when it was exhibited, almost all the visiting people commented that it needed some touching up","ఆ చిత్రంలో క‌నిపించే వేద‌న‌ను అర్థం చేసుకోవ‌డం లేదు కానీ, దానికి మెరుగులు దిద్దాల‌ని చెప్పేవాళ్లే ఎక్కువ మంది"
"Someone said, 'yellow here would have been better in place of blue","ఆ చిత్రాన్ని ప్ర‌ద‌ర్శ‌న‌లో ఉంచిన‌ప్పుడు చూసిన‌ వాళ్లు ""దీనికి మెరుగులు దిద్దాలి, నీలం రంగు బ‌దులు ప‌సుపు రంగు వాడుంటే బాగుండేది, ఆ గీత‌లు ఇటునుంచి కాకుండా అటునుంచి ఉండుంటే బాగుండేది"" అని సూచనలు చేశారు ! నా చిత్రాన్ని చూసిన‌ వాళ్ల‌లో క‌నీసం ఒక‌రైనా క‌న్నీళ్లు పెట్టుకుంటారేమోన‌ని ఆశ‌ప‌డ్డాను అన్నారు"
"' Someone said, 'This line would have been better situated there instead of here",ఆ పంక్తులు స‌రిగా గుర్తులేవు
' I wish some odd visitor had also shed a tear or two over the picture of my anguish,ఒక్క చుక్క‌ నీరు వృథా అయినా సరే మ‌నం ఖేదం చెందాలి; పశ్చాత్తాపపడాలి
""" I don't remember if these were the exact words of the poem, as I read this poem way back",ఆయన సరిగ్గా ఈ మాట‌లే అన్న‌ట్లు నాకు గుర్తు లేదు
But nobody was able to grasp the pain depicted in that picture; everyone just spoke of touching it up,"ఆ చిత్రంలో క‌నిపించే వేద‌న‌ను అర్థం చేసుకోవ‌డం లేదు కానీ, దానికి మెరుగులు దిద్దాల‌ని చెప్పేవాళ్లే ఎక్కువ మంది"
"Santosh Giriji, you have the same problem that Gaurav has",సంతోష్‌గిరి గారు
And there must be crores of students like you,"అది మీలాంటి ల‌క్ష‌ల, కోట్ల విద్యార్థుల‌ది అయి ఉండాలి"
You have the burden on yourself of fulfilling the expectations of millions of others,ప్ర‌జ‌ల కోరిక‌ల‌ను పూర్తి చేసే బాధ్య‌త మీ మీద ఉంది
"All that I would like to say to you is that in such a situation, don't lose your balance",ఇటువంటి స్థితిలో మీ నిబ్బ‌రాన్ని కోల్పోకండి
"Everyone expresses their expectations; just keep listening, but stick to your point and make an effort to do something even better","అన్న చింత వ‌దిలి, ఉన్న‌దాన్ని బ‌లోపేతం మ‌రింత బ‌లోపేతం చెయ్యండి"
"But if you are not satisfied over what you have got, you will never be able to create something new","అయితే, ఫ‌లితాన్ని చూసి సంతోషించ‌క‌పోతే, కొత్త‌కొత్త నిర్మాణాలను ఎప్పుడూ చేప‌ట్ట‌లేరు"
