context,ory_Orya
"Banks shall report a credit card account as past due to credit information companies (CICs) or levy penal charges, viz. late payment charges, etc., if any, only when a credit card account remains past due for more than three days. The number of days past due and late payment charges shall, however, be computed from the payment due date mentioned in the credit card statement.","ବ୍ୟାଙ୍କଗୁଡ଼ିକ କେବଳ ସେତେବେଳେ ଏକ କ୍ରେଡିଟ୍‌ କାର୍ଡ଼ ଖାତାକୁ କ୍ରେଡିଟ୍‌ ସୂଚନା ଦେଉଥିବା କମ୍ପାନୀଗୁଡ଼ିକ (ସି.ଆଇ.ସି.) ପାଖରେ 'ପାଷ୍ଟ୍‌ ଡ୍ୟୁ' ଭାବରେ ରିପୋର୍ଟ କରିଥାନ୍ତି କିମ୍ବା ଅର୍ଥଦଣ୍ଡ ଲାଗୁ କରିଥାନ୍ତି, ଯଥା: ବିଳମ୍ବିତ ଦେୟ ଶୁଳ୍କ, ଇତ୍ୟାଦି, ଯଦି ସେପରି କିଛି ରହିଥାଏ, ଯେତେବେଳେକି ଏକ କ୍ରେଡିଟ୍‌ କାର୍ଡ଼ ଖାତା ତିନି ଦିନରୁ ଅଧିକ ସମୟ ପାଇଁ 'ପାଷ୍ଟ୍‌ ଡ୍ୟୁ' ରହିଥାଏ ।"
Countries may encourage inward direct investment to improve their fnances. Firms that set up operations in host countries are subject to local tax laws and often signifcantly boost the host countrys tax revenues. Direct investment can also help a countrys balance of payments.,ରାଷ୍ଟ୍ରମାନେ ସେମାନଙ୍କର ବିତ୍ତୀୟ ସ୍ଥିତିରେ ଉନ୍ନତି ଆଣିବା ପାଇଁ ଦେଶ ଭିତରେ ପ୍ରତ୍ୟକ୍ଷ ପୁଞ୍ଜି ନିବେଶକୁ ପ୍ରୋତ୍ସାହନ ଦେଇପାରନ୍ତି।
"During the pendency of the application for restructuring of the advance with the bank, the usual asset classification norms would continue to apply. The process of reclassification of an asset should not stop merely because the application is under consideration. However, as an incentive for quick implementation of the package, if the approved package is implemented by the bank within 90 days from the date of receipt of application by the bank, the asset classification status may be restored to the position which existed when the restructuring application was received by the bank.","ମାତ୍ର, ପ୍ୟାକେଜ୍‌ଟିର ଶୀଘ୍ର କାର୍ଯ୍ୟକାରିତା ନିମନ୍ତେ, ଏକ ପ୍ରୋତ୍ସାହନ ଭାବରେ, ଯଦି ଅନୁମୋଦିତ ପ୍ୟାକେଜ୍‌ଟି ବ୍ୟାଙ୍କ ଦ୍ଵାରା ଆବେଦନ ପତ୍ର ପ୍ରାପ୍ତ ହେବାର ୯୦ ଦିନ ମଧ୍ୟରେ ବ୍ୟାଙ୍କ୍‌ଟି ଦ୍ଵାରା କାର୍ଯ୍ୟକାରୀ ହୁଏ, ତା'ହେଲେ ସମ୍ପତ୍ତି ବର୍ଗୀକରଣ ସ୍ଥିତିଟିକୁ ସେହି ସ୍ଥିତିକୁ ପୁନଃସ୍ଥାପିତ କରାଯାଇପାରିବ ଯାହାକି ବ୍ୟାଙ୍କଟି ଦ୍ଵାରା ପୁନର୍ଗଠନ ଆବେଦନଟି ଗୃହୀତ ହେବା ସମୟରେ ବିଦ୍ୟମାନ ଥିଲା ।"
"Economic growth under capitalism may have far surpassed that of other economic systems, but inequality remains one of its most controversial attributes. Do the dynamics of private capital accumulation inevitably lead to the concentration of wealth in fewer hands, or do the balancing forces of growth, competition, and technological progress reduce inequality? Economists have taken various approaches to fnding the driver of economic inequality.","ବେସରକାରୀ ପୁଞ୍ଜି ସଞ୍ଚୟନର ଗତିଶୀଳତା ଅବଶ୍ୟମ୍ଭାବୀ ଭାବରେ ଅଳ୍ପ ସଂଖ୍ୟକ ଲୋକଙ୍କ ହାତରେ ସମ୍ପତ୍ତି ଠୁଳହେବାର କାରଣ ହୋଇଥାଏ କି, କିମ୍ବା, ଅଭିବୃଦ୍ଧି, ପ୍ରତିଯୋଗିତା, ଏବଂ ବୈଷୟିକ ପ୍ରଗତି ପ୍ରଭୃତି ଭାରସାମ୍ୟ ରକ୍ଷାକାରୀ ଶକ୍ତିଗୁଡ଼ିକ ବୈଷମ୍ୟକୁ ହ୍ରାସ କରିଥାଏ କି?"
"First, the rupee is a freely floating currency and its exchange rate is market determined. Second, the RBI does not have any fixed exchange rate in mind. It intervenes in the market to curb excessive volatility and anchor expectations.",ଏହା ଅତ୍ୟଧିକ ଅସ୍ଥିରତା ଉପରେ ନିୟନ୍ତ୍ରଣ ରଖିବା ଏବଂ ପ୍ରତ୍ୟାଶାସବୁ ଉପରେ ଭରସା ସ୍ଥାପନ କରିବା ପାଇଁ ବଜାରରେ ହସ୍ତକ୍ଷେପ କରିଥାଏ।
High frequency data for Q2 indicate that economic activity remains resilient. Private consumption has been holding up. There is a sustained revival in urban demand which should get a further impetus from unfettered celebration of upcoming festivals after two and half years of living with COVID-19.,କ୍ୟୁ୨ର ଅଧିକ-ବାରମ୍ବାରତା ଥିବା ତଥ୍ୟ ସୂଚାଉଛି ଯେ ଅର୍ଥନୈତିକ କାର୍ଯ୍ୟକଳାପ ପୂର୍ବାବସ୍ଥାକୁ ଫେରିଆସିଛି ।
"In macroeconomics, the subject is typically a nationhow all markets interact to generate big phenomena that economists call aggregate variables. In the realm of microeconomics, the object of analysis is a single marketfor example, whether price rises in the automobile or oil industries are driven by supply or demand changes. Te government is a major object of analysis in macroeconomicsfor example, studying the role it plays in contributing to overall economic growth or fghting infation.","ସମଷ୍ଟିଗତ ଅର୍ଥଶାସ୍ତ୍ରରେ, ବିଷୟବସ୍ତୁଟି ହେଉଛି ସାଧାରଣତଃ ଏକ ରାଷ୍ଟ୍ର ଏବଂ ସମସ୍ତ ବଜାର କିପରି ପାରସ୍ପରିକ ଆନ୍ତଃକ୍ରିୟା ଦ୍ୱାରା ବୃହତ୍ ପରିଦୃଶ୍ୟ ଘଟଣାମାନ ସୃଷ୍ଟି କରିଥାନ୍ତି, ଯାହାକୁ ଅର୍ଥନୀତିଜ୍ଞ ମାନେ ସାମଗ୍ରିକ ଚଳରାଶି ବୋଲି କହିଥାନ୍ତି।"
"In ofcial statistics, the amount of money in an economy is generally measured through what is called broad money, which encompasses everything that provides a store of value and liquidity. Liquidity refers to the extent to which fnancial assets can be sold at close to full market value at short notice. Tat is, they can easily be converted into another form of money, such as cash.",'ଆର୍ଥିକ ତାରଲ୍ୟ'ର ଅର୍ଥ ହେଉଛି ଯେଉଁ ପରିମାଣର ବିତ୍ତୀୟ ସମ୍ପତ୍ତି ସ୍ଵଳ୍ପ ସୂଚନାରେ ପୂର୍ଣ୍ଣ ବଜାର ଦରର ପାଖାପାଖି ମୂଲ୍ୟରେ ବିକ୍ରୟ କରାଯାଇପାରିବ ।
"In order to reflect a bank's actual financial health in its balance sheet and as per the recommendations made by the Committee on Financial System (Chairman Shri M. Narasimham), the Reserve Bank has introduced, in a phased manner, prudential norms for income recognition, asset classification and provisioning for the advances portfolio of the banks. Broadly, the policy of income recognition should be objective and based on record of recovery rather than on any subjective considerations.","ମୋଟାମୋଟି ଭାବେ, ଆୟ ସ୍ୱୀକୃତି ନୀତିଟି ବ୍ୟକ୍ତିନିଷ୍ଠ ବିଚାରଗୁଡ଼ିକ ପରିବର୍ତ୍ତେ ନିରପେକ୍ଷ ତଥା ପୁନରୁଦ୍ଧାରର ରେକର୍ଡ ଉପରେ ଆଧାରିତ ହେବା ଉଚିତ୍ ।"
"In the case of bank finance given for industrial projects where moratorium is available for payment of interest, payment of interest becomes due only after the moratorium or gestation period is over. Therefore, such amounts of interest do not become overdue and hence NPA, with reference to the date of debit of interest. They become overdue after due date for payment of interest, if uncollected.","ତେଣୁ, ସୁଧ କଟିବାର ତାରିଖ ଅନୁସାରେ, ଏହି ସୁଧଗୁଡ଼ିକ ଦେୟର ସମୟାତିକ୍ରାନ୍ତ ହୁଏ ନାହିଁ ଏବଂ ଏଥିପାଇଁ ଏଗୁଡ଼ିକ ଏନ୍‌.ପି.ଏ. ହୁଏ ନାହିଁ ।"
"In the payments space, going forward, the focus would be on enhancing awareness about digital payments and extending the outreach of payment systems across India and beyond. Implementation of the geo-tagging framework will provide precise locations of existing payment touch points and facilitate implementation of targeted literacy programmes and intervention strategies. The possibility of linking Indias payment systems to other jurisdictions, including the ongoing initiative of interlinking Indias fast payment system - UPI - with similar systems in other jurisdictions, will enhance cross-border payment arrangements, including remittances.","ଭାରତର ଦ୍ରୁତ ଅର୍ଥ ପ୍ରଦାନ ବ୍ୟବସ୍ଥା - ୟୁ.ପି.ଆଇ. - କୁ ଅନ୍ୟାନ୍ୟ କ୍ଷେତ୍ରଗୁଡ଼ିକରେ ରହିଥିବା ସମପ୍ରକାରର ବ୍ୟବସ୍ଥାଗୁଡ଼ିକ ସହିତ ଆନ୍ତଃ-ସଂଯୋଜନ କରିବାର ଚଳିତ ପଦକ୍ଷେପ ସମେତ, ଭାରତର ଅର୍ଥ ପ୍ରଦାନ ବ୍ୟବସ୍ଥାଗୁଡ଼ିକୁ ଅନ୍ୟାନ୍ୟ କ୍ଷେତ୍ରଗୁଡ଼ିକ ସହିତ ସଂଯୁକ୍ତ କରିବାର ସମ୍ଭାବନା ସୀମାପାର ଅର୍ଥ ପ୍ରଦାନ ବ୍ୟବସ୍ଥାଗୁଡ଼ିକୁ ପରିବର୍ଦ୍ଧିତ କରିବ, ଯେଉଁଥିରେ ଅର୍ଥ ପ୍ରେରଣ ମଧ୍ୟ ଅନ୍ତର୍ଭୁକ୍ତ ।"
Liquefied Natural Gas (LNG) is assuming greater importance in the energy segment as it is used to operate Power Plants and Industrial (fertilizer) Plants. Supply of LNG from source to various destinations (located in different states) through near sub-surface pipelines is techno-economically feasible and has a definite edge over other modes of transport for bulk quantity supply covering large distances. M/s.,ତରଳୀକୃତ ପ୍ରାକୃତିକ ଗ୍ୟାସ୍‌ (ଏଲ୍‌.ଏନ୍‌.ଜି.) ଶକ୍ତି କ୍ଷେତ୍ରରେ ଅଧିକ ଗୁରୁତ୍ୱପୂର୍ଣ୍ଣ ସ୍ଥାନ ଗ୍ରହଣ କରୁଛି କାରଣ ଏହା ବିଦ୍ୟୁତ୍ ଉତ୍ପାଦନ କେନ୍ଦ୍ର ତଥା ଔଦ୍ୟୋଗିକ (ସାର) ଉତ୍ପାଦନ କେନ୍ଦ୍ରଗୁଡ଼ିକୁ ପରିଚାଳନା କରିବାରେ ବ୍ୟବହୃତ ହୋଇଥାଏ ।
"Marketplaces are a low-risk approach to start selling to US customers. However, while marketplaces allow you to grow sales, they do not enable you to grow a sustainable business and create your own marketable brand. Once you have established a first presence in the US, it makes sense to launch a light version of a local branded online store and focus on service and reputation building, before providing a fully functional US website, mobile experience and implementing a more aggressive and riskier marketing strategy in order to acquire new customers.","ମାତ୍ର, ବଜାରଗୁଡ଼ିକ ଆପଣଙ୍କୁ ବିକ୍ରୟ ବୃଦ୍ଧି କରିବାକୁ ଦେଉଥିବାବେଳେ, ଏକ ଦୀର୍ଘକାଳୀନ ବ୍ୟବସାୟ ବିକଶିତ କରିବା ଏବଂ ନିଜସ୍ୱ ବିକ୍ରୟଯୋଗ୍ୟ ବ୍ରାଣ୍ଡ୍‌ ସୃଷ୍ଟି କରିବାକୁ ସେଗୁଡ଼ିକ ଆପଣଙ୍କୁ ସକ୍ଷମ କରାଇନଥାନ୍ତି ।"
"Payment Aggregators (PAs) play an important role in the payments ecosystem and hence were brought under regulations in March 2020 and designated as Payment System Operators (PSOs). The current regulations are, however, applicable to Payment Aggregators processing online or e-commerce transactions. These regulations do not cover offline Payment Aggregators who handle proximity/face-to- face transactions and play a significant role in the spread of digital payments.",'ପେମେଣ୍ଟ୍‌ ଆଗ୍ରିଗେଟର୍‌' (ପି.ଏ.)ମାନେ ଦେୟ ସମ୍ବନ୍ଧୀୟ ପରିବ୍ୟବସ୍ଥାରେ ଏକ ଗୁରୁତ୍ଵପୂର୍ଣ୍ଣ ଭୂମିକା ଗ୍ରହଣ କରିଥାନ୍ତି ଏବଂ ଏଥିପାଇଁ ମାର୍ଚ୍ଚ୍‌ ୨୦୨୦ରେ ସେମାନଙ୍କୁ ଅଧିନିୟମ ଅନ୍ତର୍ଭୁକ୍ତ କରାଯାଇଥିଲା ତଥା 'ପେମେଣ୍ଟ୍‌ ସିଷ୍ଟମ୍‌ ଅପରେଟର୍‌ସ୍‌' (ପି.ଏସ୍‌.ଓ.) ଭାବରେ ଅଭିହିତ କରାଯାଇଥିଲା ।
"Payment Aggregators (PAs) play an important role in the payments ecosystem and hence were brought under regulations in March 2020 and designated as Payment System Operators (PSOs). The current regulations are, however, applicable to Payment Aggregators processing online or e-commerce transactions. These regulations do not cover offline Payment Aggregators who handle proximity/face-to- face transactions and play a significant role in the spread of digital payments.","ତେବେ, ବର୍ତ୍ତମାନର ଆଇନଗୁଡ଼ିକ, ଅନ୍‌ଲାଇନ୍‌ କାରବାର କିମ୍ବା ଇ-ବ୍ୟାପାର କାରବାର କରୁଥିବା ପରିଶୋଧ ଆଗ୍ରିଗ୍ରେଟର୍‌ମାନଙ୍କ ଉପରେ ଲାଗୁ ହୋଇଥାଏ।"
"Ricardo observed that trade was driven by comparative rather than absolute costs (of producing a good). One country may be more productive than others in all goods, in the sense that it can produce any good using fewer inputs (such as capital and labor) than other countries require to produce the same good. Ricardos insight was that such a country would still beneft from trading according to its comparative advantageexporting products in which its absolute advantage was greatest, and importing products in which its absolute advantage was comparatively less (even if still positive).","ରିକାର୍ଡ଼ୋଙ୍କ ଅନୁଧ୍ୟାନ ଏହା ଥିଲା ଯେ ଏପରି ଏକ ଦେଶ, ଏହାର ସୁନିଶ୍ଚିତ ଫାଇଦା ସର୍ବାଧିକ ହୋଇଥିବା ଉତ୍ପାଦଗୁଡ଼ିକର ରପ୍ତାନି କରି, ଏବଂ ସୁନିଶ୍ଚିତ ଫାଇଦା ଅପେକ୍ଷାକୃତ କମ୍ ହୋଇଥିବା (ଯଦିଓ ତଥାପି ଯୁକ୍ତାତ୍ମକ) ଉତ୍ପାଦଗୁଡ଼ିକର ଆମଦାନି କରି, ତଥାପି ନିଜର ତୁଳନାତ୍ମକ ସୁବିଧା ଅନୁସାରେ ବାଣିଜ୍ୟରୁ ଲାଭ ଉଠାଇପାରିବ ।"
"Rural demand is also gaining gradually. Investment demand is picking up and is evident from the robust growth of domestic production and import of capital goods in July and August. Bank credit grew at an accelerated pace of 16.2 per cent y-o-y as on September 9, 2022 as against 6.7 per cent a year ago.","ବ୍ୟାଙ୍କ୍‌ କ୍ରେଡିଟ୍‌ ସେପ୍ଟେମ୍ବର ୯, ୨୦୨୨ ସୁଦ୍ଧା ୧୬.୨ ପ୍ରତିଶତ ତୁଳନାତ୍ମକ ବାର୍ଷିକ ଅଭିବୃଦ୍ଧି ଭଳି ତ୍ଵରାନ୍ୱିତ ବେଗରେ ବୃଦ୍ଧି ପାଇଥିଲା, ଏକ ବର୍ଷ ତଳର ୬.୭ ପ୍ରତିଶତ ତୁଳନାରେ।"
"Short-term loans for raising crops, i.e. for crop loans will include traditional/non-traditional plantations, horticulture and allied activities. Medium & long-term loans for agriculture and allied activities will cover purchase of agricultural machinery, for irrigation and other developmental activities undertaken in the farm. Loans for pre-harvest and post-harvest activities cover spraying, weeding, harvesting, sorting, grading and transporting of their own farm produce.","ଅମଳ-ପୂର୍ବବର୍ତ୍ତୀ ତଥା ଅମଳ-ପରବର୍ତ୍ତୀ କାର୍ଯ୍ୟକଳାପଗୁଡ଼ିକ ପାଇଁ ଉଦ୍ଦିଷ୍ଟ ଋଣଗୁଡ଼ିକ ମଧ୍ୟରେ ସିଞ୍ଚନ, ଘାସ ବଛା, ଅମଳ, ସଜଡ଼ା, ଶ୍ରେଣୀବିଭାଗ କରିବା ତଥା ସେମାନଙ୍କ ନିଜସ୍ୱ କୃଷି ଉତ୍ପାଦଗୁଡ଼ିକର ପରିବହନ ଅନ୍ତର୍ଭୁକ୍ତ ।"
